ISIN;Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Solvabilité;Rendement dividende %
FR0011476928;FNAC.PA;Consumer Cyclical;Specialty Retail;https://www.fnacdarty.com/;Fnac Darty SA;29,75;214,96;0,14;0,1;0,26;0
IT0000060886;FNM.MI;Industrials;Railroads;https://www.fnmgroup.it/;FNM S.p.A.;0,433;4,46;0,1;0,06;0,16;7,71
FR0010341032;INEA.PA;Real Estate;Real Estate Services;https://fonciere-inea.com/mentions-legales/;Fonciere Inea S.A.;32;108,99;0,29;0,56;0,5;0,21
FR0000033409;FLY.PA;Real Estate;REIT - Office;https://www.fonciere-lyonnaise.com/;Societe Fonciere Lyonnaise;73,2;172,95;0,42;0,78;0,48;0,06
FR0011605617;MLVIN.PA;Real Estate;Real Estate Services;https://www.foncierevindi.com/;Foncière Vindi Société Anonyme;4,2;0;0;0;0;0
FR0000053944;SPEL.PA;Real Estate;Real Estate Services;https://www.foncierevolta.com/;Foncière Volta;8;23,69;0,34;0,47;0,49;0,81
IT0005203424;FPE.MI;Consumer Cyclical;Luxury Goods;https://www.fope.com/;Fope S.p.A.;22,2;10,5;2,11;1,82;0,66;0
NL0011832811;FFARM.AS;Consumer Defensive;Packaged Foods;https://www.forfarmersgroup.eu/;ForFarmers N.V.;3,415;8,46;0,4;0,33;0,39;1,75
FR0014005SB3;FORSE.PA;Consumer Cyclical;Auto Parts;https://www.forseepower.com/;Forsee Power Société anonyme;0,37;2,28;0,16;0,11;0,37;0
FI0009007132;FORTUM.HE;Utilities;Utilities - Renewable;https://www.fortum.com/;Fortum Oyj;13,48;19,13;0,7;0,75;0,63;0,48
FR0000121147;FRVIA.PA;Consumer Cyclical;Auto Parts;https://www.forvia.com/;Forvia SE;8,93;168,41;0,05;0,04;0,16;0,23
IT0005388217;FOS.MI;Technology;Information Technology Services;https://www.gruppofos.it/it;Fos S.p.A.;2,18;3,9;0,56;0,31;0,4;0
BE0003752665;FOU.BR;Consumer Defensive;Food Distribution;https://www.fountain.be/;Fountain S.A.;1,26;2,93;0,43;0,35;0,11;5,32
FR0010485268;ALFPC.PA;Consumer Cyclical;Recreational Vehicles;https://www.fountaine-pajot.com/;S.A. Fountaine Pajot;99,8;152,54;0,65;0,38;0,35;0,02
FR0013030152;FDE.PA;Energy;Oil & Gas E&P;https://www.francaisedelenergie.fr/;La Française de l'Energie S.A.;21,3;36,29;0,59;0,62;0,41;0
FR0010823724;MLFTI.PA;Real Estate;Real Estate Services;https://www.francetourismeimmobilier.fr/;France Tourisme Immobilier SA;0,03;0;0;0;0;0
IT0005508574;FCH.MI;Industrials;Engineering & Construction;https://www.franchetti.tech/;Franchetti S.p.A.;6,7;2,03;3,3;2,08;0,51;0
IT0005335754;FUM.MI;Industrials;Building Products & Equipment;https://www.fum.it/;Franchi Umberto Marmi S.p.A.;5,6;4,8;1,17;0,96;0,57;0
DE0005773303;FRA.DE;Industrials;Airports & Air Services;https://www.fraport.com/;Fraport AG;53,45;212,68;0,25;0,26;0,24;0,05
FR0004187367;ALFRE.PA;Industrials;Staffing & Employment Services;https://www.freelance.com/;Freelance.com SA;2,89;7,23;0,4;0,23;0,35;0
IT0004819857;FRE.MI;Utilities;Utilities - Renewable;https://frendyenergy.edison.it/;Frendy Energy S.p.A.;0,224;0,24;0,93;1,4;0,77;0
DE0005785604;FRE.DE;Healthcare;Medical Care Facilities;https://www.fresenius.com/;Fresenius SE & Co. KGaA;34,85;49,72;0,7;0,51;0,42;0,03
DE0005785802;FME.DE;Healthcare;Medical Care Facilities;https://www.freseniusmedicalcare.com/;Fresenius Medical Care AG;45,1;70,89;0,64;0,49;0,42;0,03
FR0010588079;FREY.PA;Real Estate;REIT - Retail;https://www.frey.fr/;Frey SA;28,6;75,05;0,38;0,57;0,45;0,18
IT0005378457;FCM.MI;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.friulchem.com/;Friulchem S.p.A.;0,88;4,82;0,18;0,12;0,27;0
NL00150003E1;FUR.AS;Energy;Oil & Gas Equipment & Services;https://www.fugro.com/;Fugro N.V.;16,65;18,78;0,89;0,88;0,54;0,24
PTFCP0AM0008;FCP.LS;Communication Services;Entertainment;https://www.fcporto.pt/;Futebol Clube do Porto - Futebol, S.A.D.;1,11;23,41;0,05;0,07;0,38;0
IT0005445108;GSR.MI;Real Estate;Real Estate Services;https://gabettishortrent.it/;G Rent S.p.A.;0,46;0,34;1,35;1,02;0,09;0
FR0000053415;MLGAI.PA;Industrials;Specialty Business Services;https://www.ga-investissement.fr/;Grande Armee Investissement SA;87;0;0;0;0;0
IT0005498610;GML.MI;Consumer Cyclical;Textile Manufacturing;https://www.gmleatherspa.com/;G.M. Leather S.p.A.;1,22;4,4;0,28;0,16;0,25;0
IT0005023038;GAB.MI;Real Estate;Real Estate Services;https://www.gabettigroup.com/;Gabetti Property Solutions S.p.A.;0,57;1,4;0,41;0,27;0,34;4,3
BE0003818359;GLPG.AS;Healthcare;Biotechnology;https://www.glpg.com/;Galapagos NV;25,32;59,63;0,42;0,34;0,69;0
FR0011100759;MLGAL.PA;Consumer Defensive;Household & Personal Products;https://www.galeoconcept.com/;Galeo Concept Société Anonyme;1,15;0;0;0;0;0
PTGAL0AM0009;GALP.LS;Energy;Oil & Gas Integrated;https://www.galp.com/;Galp Energia, SGPS, S.A.;17;22,62;0,75;0,61;0,31;0,28
IT0005122392;GAMB.MI;Communication Services;Publishing;https://www.gamberorosso.it/;Gambero Rosso S.p.A.;0,32;2,27;0,14;0,13;0,34;0
IT0005345233;GHC.MI;Healthcare;Medical Care Facilities;https://www.garofalohealthcare.com/;Garofalo Health Care S.p.A.;5,52;6,49;0,85;0,72;0,38;0
IT0004098510;GSP.MI;Energy;Oil & Gas E&P;https://www.gasplus.it/;Gas Plus S.p.A.;2,52;7,1;0,35;0,3;0,46;0
FR0000124414;ALBI.PA;Consumer Cyclical;Packaging & Containers;https://www.groupe-gascogne.com/;Gascogne SA;2,46;13,8;0,18;0,16;0,4;1,95
FR0000034894;GAM.PA;Communication Services;Entertainment;https://www.gaumont.fr/;Gaumont SA;83,5;98,73;0,85;0,59;0,54;0,02
FR0013495298;ALGAU.PA;Consumer Cyclical;Auto Manufacturers;https://www.gaussin.com/;Gaussin SA;0,105;2,62;0,04;0,03;0,02;0
FR0004053510;ALGEN.PA;Healthcare;Biotechnology;https://www.genoway.com/;genOway Société anonyme;3,99;3,22;1,24;1,01;0,63;0
FR0013183985;SIGHT.PA;Healthcare;Biotechnology;https://www.gensight-biologics.com/;GenSight Biologics S.A.;0,315;0,08;3,94;-2,42;3,36;0
NO0010748866;GENT.OL;Healthcare;Medical Devices;https://www.gentian.com/;Gentian Diagnostics ASA;39;10,58;3,69;3,43;0,85;0
IT0005531261;GM.MI;Consumer Cyclical;Textile Manufacturing;https://www.gentilimosconi.it/;Gentili Mosconi S.p.A.;2,53;2,49;1,02;0,88;0,74;0
PTGVE1AE0009;MLGEQ.PA;Financial Services;Asset Management;https://www.gentlemensequity.com/;Gentlemen's Equity S.A.;0,008;0;0;0;0;0
IT0003697080;GEO.MI;Consumer Cyclical;Footwear & Accessories;https://www.geox.biz/;Geox S.p.A.;0,569;2,93;0,19;0,13;0,13;9,1
FR0010533075;GET.PA;Industrials;Railroads;https://www.getlinkgroup.com/;Getlink SE;15,62;16,32;0,96;1,01;0,28;0,15
FR0000033888;ALGEV.PA;Industrials;Specialty Industrial Machinery;https://www.gevelot-sa.fr/;Gévelot SA;187;0;0;0;0,75;0,01
IT0005341059;GBUS.MI;Consumer Cyclical;Furnishings, Fixtures & Appliances;https://www.gibus.com/;Gibus S.p.A.;7,46;14,31;0,52;0,33;0,37;0
NO0011013765;GIGA.OL;Consumer Defensive;Farm Products;https://gigantesalmon.no/;Gigante Salmon AS;8,14;6,47;1,26;2,32;0,65;0
IT0005122400;GG.MI;Consumer Cyclical;Internet Retail;https://www.giglio.org/;Giglio Group S.p.A.;0,391;0,87;0,45;2,79;1,13;0
IT0005453003;GCOM.MI;Consumer Cyclical;Internet Retail;https://www.giglio.com/;Giglio.com S.p.A.;1,01;0,98;1,03;0,62;0,69;0
BE0003699130;GIMB.BR;Financial Services;Asset Management;https://www.gimv.com/en/;Gimv NV;39,8;67,03;0,59;2,66;0,78;0,14
IT0005391138;GIS.MI;Consumer Cyclical;Luxury Goods;https://www.gismondi1754.com/;Gismondi 1754 S.p.A.;2,82;5,49;0,51;0,33;0,46;0
NO0010582521;GJF.OL;Financial Services;Insurance - Property & Casualty;https://www.gjensidige.no/;Gjensidige Forsikring ASA;204,8;319,46;0,64;0,72;0,15;0,02
FR0000066672;GLO.PA;Industrials;Specialty Business Services;https://www.gl-events.com/;GL Events;18,52;103,45;0,18;0,15;0,16;0,18
IE0000669501;GL9.IR;Consumer Defensive;Packaged Foods;https://www.glanbia.com/;Glanbia plc;13,81;8,81;1,57;1,13;0,63;0,17
JE00B4T3BW64;GLEN.L;Basic Materials;Other Industrial Metals & Mining;https://www.glencore.com/;Glencore plc;371,05;0;0;0;0,27;0,01
IE00BD6JX574;GVR.IR;Consumer Cyclical;Residential Construction;https://glenveagh.ie/;Glenveagh Properties PLC;1,608;1,6;1;0,83;0,73;0
PTPAD0AM0007;GLINT.LS;Technology;Information Technology Services;https://www.glinttglobal.com/;Glintt Global, S.A.;0,494;1,82;0,27;0,26;0,42;0
FR0011052257;ALGBE.PA;Utilities;Utilities - Diversified;https://www.global-bioenergies.com/;Global Bioenergies SA;0,813;0,99;0,82;0,65;1,58;0
FR0011208693;ALGLD.PA;Basic Materials;Other Precious Metals & Mining;https://www.goldbygold.com/;Gold By Gold SA;4,5;2,48;1,81;1,17;0,47;0,71
NO0004913609;GOD.OL;Industrials;Engineering & Construction;https://www.goodtech.no/;Goodtech ASA;10,2;12,66;0,81;0,57;0,53;0
FR0010214064;GPE.PA;Industrials;Waste Management;https://www.pizzorno.com/;Groupe Pizzorno Environnement;76,8;86,43;0,89;0,69;0,29;0
IT0005221517;GPI.MI;Healthcare;Health Information Services;https://www.gpi.it/;GPI S.p.A.;10,5;26,49;0,4;0,29;0,28;0
FR0000065971;GRVO.PA;Basic Materials;Agricultural Inputs;https://www.graines-voltz.com/;Graines Voltz;20,7;88,41;0,23;0,16;0,5;0,22
IE00B1FR8863;GWMO.L;Basic Materials;Other Industrial Metals & Mining;https://www.greatwesternmining.com/;Great Western Mining Corporation PLC;0,02;0;0;0;0,94;0
NO0010907744;GEM.OL;Basic Materials;Other Industrial Metals & Mining;https://greenminerals.no/;Green Minerals AS;3,99;0,55;7,25;5,87;0,77;0
IT0005549768;GRN.MI;Basic Materials;Chemicals;https://www.greenoleo.com/;Green Oleo S.p.A.;0,955;0;0;0;0;0
IE00BF2NR112;GRP.L;;;https://issgovernance.com/quickscore;Greencoat Renewables;0,836;0;0;0;0;0
PTGNV0AM0001;PTGNV0AM0001.SG;;;https://twitter.com/YahooFinance;;8,135;0;0;0;0;0
BE0003765790;GREEN.BR;Consumer Defensive;Food Distribution;https://www.greenyard.group/;Greenyard NV;4,83;34,11;0,14;0,11;0,24;0
NO0010365521;GSF.OL;Consumer Defensive;Farm Products;https://griegseafood.com/;Grieg Seafood ASA;65,65;103,28;0,64;0,53;0,39;0,04
IT0005332595;GRAL.MI;Consumer Cyclical;Packaging & Containers;https://www.grifal.it/;Grifal S.p.A.;1,635;4,53;0,36;0,27;0,3;0
ES0171996087;GRF.MC;Healthcare;Drug Manufacturers - General;https://www.grifols.com/;Grifols, S.A.;9,354;47,94;0,2;0,19;0,26;0,16
FR0014005ZM5;ALGRO.PA;Industrials;Metal Fabrication;https://www.grolleau.fr/;Grolleau Société Anonyme;4,03;12,82;0,31;0,21;0,43;0
NO0010636491;GRONG.OL;Financial Services;Banks - Regional;https://www.grong-sparebank.no/;Grong Sparebank;149,96;2639,61;0,06;0,06;0,13;0,04
FR00140069V2;ALKEM.PA;Basic Materials;Specialty Chemicals;https://www.groupeberkem.com/;Groupe Berkem Société anonyme;3,11;4,09;0,76;0,5;0,34;0
FR0000076960;MLGRC.PA;Financial Services;Banks - Regional;https://www.carnivor.fr/;Groupe Carnivor Société Anonyme;16;0;0;0;0;0
FR0000036675;CEN.PA;Industrials;Staffing & Employment Services;https://www.groupe-crit.com/;Groupe CRIT SA;61,2;117,93;0,52;0,38;0,58;0,03
FR0012819381;ALGIL.PA;Consumer Cyclical;Packaging & Containers;https://www.groupeguillin.fr/;Groupe Guillin S.A.;27,6;40,17;0,69;0,65;0,66;0,11
FR0004010338;GJAJ.PA;Consumer Cyclical;Apparel Manufacturing;https://www.jaj.fr/;Groupe JAJ;0,98;7,38;0,13;0,07;0,23;0
FR0000075442;ALLDL.PA;Technology;Electronics & Computer Distribution;https://www.groupe-ldlc.com/;Groupe LDLC société anonyme;8,73;32,7;0,27;0,16;0,45;0,23
FR0013439627;ALOKW.PA;Utilities;Utilities - Renewable;https://www.okwind.fr/;Groupe OKwind Société anonyme;5,05;9,16;0,55;0,35;0,45;0
FR0012612646;PARP.PA;Consumer Cyclical;Resorts & Casinos;https://www.groupepartouche.com/;Groupe Partouche SA;20;62,07;0,32;0,3;0,5;0
FR0004155000;SFPI.PA;Industrials;Specialty Industrial Machinery;https://www.sfpi-group.com/;GROUPE SFPI SA;2,04;5,97;0,34;0,25;0,45;0
FR0013429404;ALGTR.PA;Technology;Scientific & Technical Instruments;https://groupe-tera.com/;Groupe Tera SA;2,04;5,05;0,4;0,28;0,11;0
FR0014000RP6;ALIMO.PA;;;;;0,189;0;0;0;0;0
FR0014007ND6;ALHAF.PA;Utilities;Utilities - Renewable;https://www.haffner-energy.com/;Haffner Energy S.A.;1,008;0,84;1,2;0,83;0,72;0
GB00BMDXQ672;ALHGO.PA;Financial Services;Asset Management;https://hamiltongo.eu/;Hamilton Global Opportunities PLC;43,2;0;0;0;0,97;0
GB00BK7YQK64;H2V.SG;;;https://issgovernance.com/quickscore;Hammerson PLC;3,4545;0;0;0;0,57;0
DE000HLAG475;HLAG.DE;Industrials;Marine Shipping;https://www.hapag-lloyd.com/;Hapag-Lloyd Aktiengesellschaft;155,9;151,26;1,03;1,27;0,63;0,08
FR0000066755;PIG.PA;Industrials;Farm & Heavy Construction Machinery;https://www.haulotte.com/;Haulotte Group SA;2,7;20,48;0,13;0,09;0,3;1,05
NO0010931918;HAV.OL;Industrials;Marine Shipping;https://www.havgroup.no/;HAV Group ASA;6,96;21,19;0,33;0,18;0,06;0
NO0011045429;NO0011045429.SG;;;https://twitter.com/YahooFinance;;0,055;0;0;0;0;0
NO0010257728;HAVI.OL;Industrials;Marine Shipping;https://www.havilashipping.no/;Havila Shipping ASA;2,355;63,96;0,04;0,03;0,02;0
FR0014003VY4;FR0014003VY4.SG;;;https://twitter.com/YahooFinance;;3,69;0;0;0;0;0
IT0005585861;HI.MI;Healthcare;Healthcare Plans;https://www.healthitalia.it/;Health Italia S.p.A.;131,5;0;0;0;0,53;0
DE0006047004;HEI.DE;Basic Materials;Building Materials;https://www.heidelbergmaterials.de/;Heidelberg Materials AG;125,1;147,89;0,85;0,84;0,49;0,03
NL0009269109;HEIJM.AS;Industrials;Engineering & Construction;https://www.heijmans.nl/;Koninklijke Heijmans N.V.;30,9;43,22;0,71;0,47;0,3;0,47
NL0000009165;HEIA.AS;Consumer Defensive;Beverages - Brewers;https://www.theheinekencompany.com/;Heineken N.V.;70,4;65,13;1,08;0,86;0,36;0,02
NL0000008977;HEIO.AS;Consumer Defensive;Beverages - Brewers;https://www.heinekenholding.com/;Heineken Holding N.V.;59,1;201,76;0,29;0,3;0,18;0,03
DE000A161408;HFG.F;Consumer Cyclical;Restaurants;https://www.hellofreshgroup.com/;HelloFresh SE;12,8;11,95;1,07;0,97;0,37;0
DE0006048408;HEN.DE;Consumer Defensive;Household & Personal Products;https://www.henkel.com/;Henkel AG & Co. KGaA;75,7;59,41;1,27;0,84;0,61;0,02
DE0006048432;HEN3.DE;Consumer Defensive;Household & Personal Products;https://www.henkel.com/;Henkel AG & Co. KGaA;85,32;93,57;0,91;0,6;0,61;0,02
DE000HAG0005;DE000HAG0005.SG;;;https://twitter.com/YahooFinance;;35,36;0;0;0;0;0
IT0001250932;HER.MI;Utilities;Utilities - Diversified;https://www.gruppohera.it/;Hera S.p.A.;3,438;0;0;0;0,25;1,07
FR0000066540;ALHRG.PA;Basic Materials;Building Materials;https://www.groupe-herige.fr/;Herige;25,3;149,98;0,17;0,12;0,31;0,2
FR0000052292;RMS.PA;Consumer Cyclical;Luxury Goods;https://finance.hermes.com/;Hermès International Société en commandite par actions;2274;192,19;11,83;12,38;0,74;0
NO0003067902;HEX.OL;Consumer Cyclical;Packaging & Containers;https://www.hexagongroup.com/;Hexagon Composites ASA;46,05;26,31;1,75;1,67;0,56;0
NO0010904923;HPUR.OL;Industrials;Industrial Distribution;https://hexagonpurus.com/;Hexagon Purus ASA;5,6;8,92;0,63;0,5;0,36;0
FR0004159473;ALHEX.PA;Consumer Cyclical;Residential Construction;https://www.hexaom.fr/;Hexaom S.A.;24,6;81,01;0,3;0,18;0,39;0,12
FR0000038531;ALHF.PA;Technology;Communication Equipment;https://www.hfcompany.com/;HF Company SA;4,49;8,31;0,54;0,55;0,99;1,37
DE000A0S8488;HHFA.DE;Industrials;Marine Shipping;https://hhla.de/;Hamburger Hafen und Logistik Aktiengesellschaft;17,62;39,02;0,45;0,47;0,24;0,23
FR0000054231;HCO.PA;Communication Services;Advertising Agencies;https://www.highco.com/;High Co. SA;2,37;6,63;0,36;0,2;0,65;1,05
IT0005450694;HQF.MI;Consumer Defensive;Food Distribution;https://www.hqf.it/;High Quality Food S.p.A.;0,708;1,67;0,42;0,27;0,38;0
FR0012821916;ALHYP.PA;Technology;Software - Infrastructure;https://www.hipay.com/;HiPay Group SA;5,32;38,01;0,14;0,09;0,13;0
FR0010396309;ALHIT.PA;Technology;Information Technology Services;https://www.hitechpros.com/;HITECHPROS Société anonyme;15,4;8,43;1,83;1,14;0,46;0,47
DE000A11Q133;MLHK.PA;Industrials;Aerospace & Defense;https://www.heckler-koch.com/;H&K AG;110;9,19;11,97;8,05;0,31;0
FR0000051302;MLHBB.PA;;;https://twitter.com/YahooFinance;;73;0;0;0;0;0
DE0006070006;HOT.DE;Industrials;Engineering & Construction;https://www.hochtief.com/;HOCHTIEF Aktiengesellschaft;126,4;345,96;0,37;0,24;0,03;0,04
FR0013451044;ALHGR.PA;Basic Materials;Building Materials;https://www.ciments-hoffmann.fr/;Hoffmann Green Cement Technologies Societe anonyme;6,42;6,06;1,06;1,75;0,71;0
NO0010598683;HBC.OL;Healthcare;Biotechnology;https://www.hofsethbiocare.com/;Hofseth BioCare ASA;1,325;0,82;1,62;1,35;0,28;0
NL0000440311;HOLCO.AS;Basic Materials;Specialty Chemicals;https://www.hollandcolours.com/;Holland Colours N.V.;93,5;0;0;0;1,03;0,04
BE0974409410;HOMI.BR;Real Estate;REIT - Residential;https://www.homeinvestbelgium.be/;Home Invest Belgium S.A.;16,3;43,39;0,38;0,8;0,53;0,28
IT0005468662;HZY.MI;Real Estate;Real Estate Services;https://homizy.com/;Homizy SIIQ S.p.A.;3,88;2;1,94;3,73;0,57;0
FR0010312181;MLHPE.PA;Communication Services;Advertising Agencies;https://hopening.fr/;Hopening SA;7,1;0;0;0;0;0
FR0014000U63;ALHPI.PA;Consumer Cyclical;Auto Manufacturers;https://www.hopium.com/;Hopium SA;0,008;0,01;0,8;-0,13;9,29;0
FR0000065278;ALHOP.PA;Communication Services;Advertising Agencies;https://www.hopscotchgroupe.com/;Hopscotch Global PR Group;16,45;65,33;0,25;0,14;0,14;0,33
NO0010917339;HRGI.OL;Industrials;Pollution & Treatment Controls;https://horisontenergi.no/;Horisont Energi AS;2,69;7,18;0,37;0,33;0,79;0
GB00BYYN4225;HSW.L;Consumer Cyclical;Travel Services;https://www.hostelworldgroup.com/;Hostelworld Group plc;139;0,59;235,59;267,31;0,48;0
ES0105664009;MLHBP.PA;Consumer Cyclical;Lodging;https://www.hotelesbestprice.com/;Hoteles BESTPRICE, S.A.;3;0;0;0;0;0
FR0000053738;MLHOT.PA;Consumer Cyclical;Lodging;https://www.hotelim.eu/;Hotelim Société Anonyme;39,4;0;0;0;0;0
FR0004165801;HDP.PA;Consumer Cyclical;Lodging;https://www.leshotelsdeparis.com/;Les Hôtels de Paris SA;1,2;26,56;0,05;0,06;0,18;0
FR0006563904;MLHIN.PA;Consumer Cyclical;Lodging;https://www.shin-hotels.com/;Société Hôtelière et Immobilière de Nice S.A.;200;0;0;0;0;0
NO0010859648;HUDL.OL;Technology;Software - Application;https://huddlestock.com/;Huddlestock Fintech AS;0,524;0,94;0,56;0,83;0,5;0
NO0010776990;HDLY.OL;Technology;Communication Equipment;https://www.huddly.com/;Huddly AS;0,17;0,55;0,31;0,21;0,57;0
DE000A1PHFF7;BOSS.DE;Consumer Cyclical;Apparel Manufacturing;https://www.hugoboss.com/;Hugo Boss AG;41,82;48,64;0,86;0,73;0,37;0,04
NO0012953720;HUNT.OL;;;;;0,536;0;0;0;0;0
FR0005854700;ALI2S.PA;Industrials;Electrical Equipment & Parts;https://www.i2s.fr/;i2S SA;8,1;10,49;0,77;0,62;0,6;0
BE0003766806;IBAB.BR;Healthcare;Medical Devices;https://www.iba-worldwide.com/;Ion Beam Applications SA;13,48;19,68;0,68;0,42;0,22;0
ES0144580Y14;IBE.MC;Utilities;Utilities - Diversified;https://www.iberdrola.com/;Iberdrola, S.A.;13,14;0;0;0;0,34;0,31
PTIBS0AM0008;IBS.LS;Consumer Cyclical;Restaurants;https://www.ibersol.pt/;Ibersol, S.G.P.S., S.A.;7,56;15,3;0,49;0,53;0,47;0,12
FR0000035081;ICAD.PA;Real Estate;REIT - Diversified;https://www.icade.fr/;Icade;21,9;152,69;0,14;0,15;0,46;0,46
FR001400A3Q3;ALICA.PA;Technology;Electronic Components;https://www.icape-group.com/;Icape Holding S.A.;7,5;16,69;0,45;0,29;0,27;0
NO0010884794;NO0010884794.SG;;;https://twitter.com/YahooFinance;;2,5;0;0;0;0;0
NO0010724701;ISLAX.OL;Consumer Defensive;Farm Products;https://arnarlax.is/;Icelandic Salmon AS;122;6,52;18,71;20,68;0,64;0
FR0010929125;IDL.PA;Industrials;Specialty Business Services;https://www.id-logistics.com/;ID Logistics Group SA;378;359,7;1,05;0,8;0,18;0
NO0013107490;IDEX.OL;Technology;Software - Application;https://www.idexbiometrics.com/;IDEX Biometrics ASA;0,1498;0,03;4,99;3,74;0,72;0
FR0000051393;IDIP.PA;Financial Services;Asset Management;https://www.idi.fr/en;IDI;68,2;120,68;0,57;3,65;1,08;0,07
CH1118852594;IDNTT.MI;Communication Services;Entertainment;https://www.idntt.ch/;IDNTT SA;3,02;1,38;2,19;1,34;0,48;0
FR0000079691;MLIDS.PA;Technology;Software - Application;https://idsfrance.com/;IDS France SAS;0,49;0;0;0;0;0
FR0000062184;ALIDS.PA;Industrials;Conglomerates;https://www.idsud.com/;Idsud S.A.;191,95;0;0;0;0,91;0,01
BE0003748622;IEP.BR;Real Estate;Real Estate - Development;https://www.iepinvest.be/;Iep Invest, NV;5,45;9,07;0,6;0,7;0,58;0
IT0005322612;IGD.MI;Real Estate;REIT - Diversified;https://www.gruppoigd.it/;Immobiliare Grande Distribuzione SIIQ S.p.A.;2,63;16,81;0,16;0,31;0,52;2,35
FR00140048X2;ALIKO.PA;Healthcare;Medical Devices;https://ikonisys.com/;Ikonisys S.A.;1,44;0,71;2,03;3,06;0,8;0
IT0005283111;S24.MI;Communication Services;Publishing;https://www.gruppo24ore.ilsole24ore.com/;Il Sole 24 ORE S.p.A.;0,612;3,38;0,18;0,12;0,11;0
IT0005359192;ILTY.MI;Financial Services;Banks - Regional;https://www.illimity.com/;illimity Bank S.p.A.;3,28;98,36;0,03;0,04;0,12;0
IT0005359101;ILP.MI;Industrials;Specialty Industrial Machinery;https://www.ilpra.com/;ILPRA S.p.A.;4,46;6,99;0,64;0,4;0,31;0
FR0010086371;MLIML.PA;Communication Services;Publishing;https://www.imalliance.fr/;ImAlliance SA;0,346;0;0;0;0;0
NL0010801007;IMCD.AS;Basic Materials;Specialty Chemicals;https://www.imcdgroup.com/;IMCD N.V.;147,7;59,1;2,5;1,93;0,39;0,01
FR0000120859;NK.PA;Basic Materials;Building Materials;https://www.imerys.com/;Imerys S.A.;28,42;59,04;0,48;0,36;0,44;0,16
FR0013060100;ALIMR.PA;Technology;Software - Application;https://www.immersion.fr/;Immersion SA;1,93;5,31;0,36;0,21;0,38;0
BE0974287196;MCC.BR;Real Estate;Real Estate Services;https://issgovernance.com/quickscore;Immo Mechelen City Center Naamloze vennootschap;428;0;0;0;0;0
BE0003893139;IMMOU.BR;Real Estate;Real Estate Services;https://www.immomoury.com/;Immo Moury SCA;31,8;0;0;0;0,52;0,15
FR0000033243;IMDA.PA;Real Estate;REIT - Diversified;https://www.immobiliere-dassault.com/;Immobiliere Dassault SA;51,6;125,1;0,41;1,21;0,68;0,05
BE0003599108;IMMO.BR;Real Estate;Real Estate - Development;https://www.immobelgroup.com/;Immobel SA;17,52;168,78;0,1;0,07;0,29;0,32
