ISIN;Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Cours/VANEPA;Solvabilité;Rendement dividende %;FCFPA actualisés
ISIN;Ticker;Secteur;Activité;Website;Nom;Cours;VANTPA;Cours/VANTPA;Cours/VANNPA;Cours/VANEPA;Solvabilité;Rendement dividende %;FCFPA actualisés
GB00B17BBQ50;INVP.L;Financial Services;Capital Markets;https://www.investec.com/;Investec Group;597.0;6.03;99.0;97.55;94.76;0.1;0.01;6.42
GB00B188SR50;INPP.L;;;https://twitter.com/YahooFinance;;129.2;1.45;89.1;89.1;89.1;1.0;0.0;0.43
GB00B18P5K83;TPT.L;Consumer Cyclical;Home Improvement Retail;https://www.toppsgroup.com/;Topps Tiles Plc;44.5;-0.02;-2225.0;-87.25;-222.5;0.05;0.1;0.94
GB00B18S7B29;AFC.L;Industrials;Electrical Equipment & Parts;https://www.afcenergy.com/;AFC Energy plc;12.4;0.03;413.33;620.0;413.33;1.43;0.0;-0.2
GB00B18V8630;PEGRF;Utilities;Utilities - Regulated Water;https://www.pennon-group.co.uk/;Pennon Group Plc;7.47;2.56;2.92;-0.75;-0.78;0.22;0.72;-7.23
GB00B19NLV48;EXPN.L;Industrials;Consulting Services;https://www.experianplc.com/;Experian plc;0;-5.05;-0.0;-0.0;-0.0;0.41;0;6.08
GB00B19Z1432;PZC.L;Consumer Defensive;Household & Personal Products;https://www.pzcussons.com/;PZ Cussons plc;70.4;-0.08;-880.0;-195.56;-293.33;0.39;0.05;0.83
GB00B1CKQ739;DNLM.L;Consumer Cyclical;Specialty Retail;https://www.dunelm.com/;Dunelm Group plc;950.0;0.54;1759.26;-590.06;2638.89;0.17;0.0;9.31
GB00B1FH8J72;SVT.L;Utilities;Utilities - Regulated Water;https://www.severntrent.com/;Severn Trent PLC;0;4.82;0.0;-0.0;-0.0;0.12;0;-8.65
GB00B1FP6H53;MAB.L;Consumer Cyclical;Restaurants;https://www.mbplc.com/;Mitchells & Butlers plc;276.0;4.7;58.72;-72.63;106.56;0.54;0.02;2.56
GB00B1FW5029;HOC.L;Basic Materials;Other Precious Metals & Mining;https://www.hochschildmining.com/;Hochschild Mining plc;585.5;1.09;537.16;-427.37;-427.37;0.39;0.0;-0.21
GB00B1G5HX72;LSL.L;Real Estate;Real Estate Services;https://www.lslps.co.uk/;LSL Property Services plc;260.0;0.35;742.86;1733.33;1444.44;0.81;0.02;2.0
GB00B1JQDM80;MARS.L;Consumer Cyclical;Restaurants;https://www.marstonspubs.co.uk/;Marston's PLC;64.9;1.21;53.64;-28.34;124.81;0.35;0.11;2.79
GB00B1KJJ408;WTB.L;Consumer Cyclical;Lodging;https://www.whitbread.co.uk/;Whitbread plc;0;17.99;0.0;-0.0;-0.0;0.37;0;18.76
GB00B1L5QH97;RNK.L;Consumer Cyclical;Gambling;https://www.rank.com/;The Rank Group Plc;98.0;-0.14;-700.0;-144.12;1400.0;0.52;0.04;1.39
GB00B1N7Z094;SAFE.L;Real Estate;REIT - Industrial;https://www.safestore.com/;Safestore Holdings Plc;837.0;10.2;82.06;-169.78;-170.12;0.67;0.0;-1.33
GB00B1V9NW54;HFG.L;Consumer Defensive;Packaged Foods;https://www.hiltonfoods.com/;Hilton Food Group plc;508.0;1.84;276.09;-124.82;-416.39;0.27;0.01;1.53
GB00B1VNSX38;DRX.L;Utilities;Utilities - Renewable;https://www.drax.com/;Drax Group plc;903.5;4.31;209.63;-227.58;-328.55;0.41;0.0;7.42
GB00B1WY2338;SMIN.L;Industrials;Specialty Industrial Machinery;https://www.smiths.com/;Smiths Group plc;0;2.06;0.0;-0.0;0.0;0.59;0;15.17
GB00B1XH2C03;FXPO.L;Basic Materials;Steel;https://www.ferrexpo.com/;Ferrexpo plc;72.8;1.54;47.27;303.33;123.39;0.85;0.11;2.56
GB00B1XZS820;AAM.SW;Basic Materials;Other Industrial Metals & Mining;https://www.angloamerican.com/;Anglo American plc;33.8;18.55;1.82;-1.48;-1.99;0.36;0.13;36.06
GB00B1YKG049;IPF.L;Financial Services;Credit Services;https://www.ipfin.co.uk/;International Personal Finance plc;236.5;1.87;126.47;110.0;108.49;0.41;0.03;-0.23
GB00B1YPC344;FSTA.L;Consumer Cyclical;Restaurants;https://www.fullers.co.uk/;Fuller, Smith & Turner P.L.C.;730.0;6.99;104.43;-156.32;137.48;0.6;0.0;7.32
GB00B1YW4409;III.L;Financial Services;Asset Management;https://www.3i.com/;3i Group Ord;0;25.49;0.0;0.0;0.0;0.94;0;-0.33
GB00B1ZBKY84;MONY.L;Communication Services;Internet Content & Information;https://www.monygroup.com/;MONY Group plc;188.9;-0.02;-9445.0;-2098.89;-2098.89;0.63;0.03;1.26
GB00B27YGJ97;SFR.L;Industrials;Engineering & Construction;https://www.severfield.com/;Severfield plc;28.5;0.28;101.79;-118.75;2850.0;0.47;0.21;0.25
GB00B2987V85;3JDA.F;Communication Services;Internet Content & Information;https://plc.rightmove.co.uk/;Rightmove plc;5.8;0.06;96.67;145.0;96.67;1.05;0.2;2.39
GB00B2B0DG97;REL.L;Industrials;Specialty Business Services;https://www.relx.com/;RELX PLC;0;-4.26;-0.0;-0.0;-0.0;0.23;0;9.07
GB00B2NGPM57;PAG.L;Financial Services;Mortgage Finance;https://www.paragonbankinggroup.co.uk/;Paragon Banking Group PLC;902.0;6.11;147.63;129.78;129.78;0.07;0.01;49.21
GB00B4WFW713;LMP.L;Real Estate;REIT - Industrial;https://www.londonmetric.com/;LondonMetric Property Plc;204.0;2.01;101.49;-172.88;-172.88;0.62;0.02;0.74
GB00B4YZN328;COA.L;Consumer Cyclical;Textile Manufacturing;https://www.coats.com/;Coats Group plc;83.8;-0.14;-598.57;-204.39;-270.32;0.24;0.03;0.07
GB00B53P2009;JUP.L;Financial Services;Asset Management;https://www.jupiteram.com/en/Jupiter-Fund-Management-plc;Jupiter Fund Management Plc;186.4;0.65;286.77;338.91;338.91;1.06;0.04;1.25
GB00B5ZN1N88;SGRO.L;Real Estate;REIT - Industrial;https://www.segro.com/;SEGRO Plc;747.6;8.9;84.0;-187.84;-187.84;0.68;0.0;-2.9
GB00B61TVQ02;GB00B61TVQ02.SG;;;https://twitter.com/YahooFinance;;8.9;0;0;0;0;0;0.0;0
GB00B635TG28;ENQ.L;Energy;Oil & Gas E&P;https://www.enquest.com/;EnQuest PLC;11.8;0.22;53.64;-8.94;-8.94;0.16;0.0;2.09
GB00B63H8491;RR.L;Industrials;Aerospace & Defense;https://www.rolls-royce.com/;Rolls-Royce Holdings plc;0;-0.63;-0.0;-0.0;-0.0;-0.03;0;2.12
GB00B63PS212;FIPP.L;Financial Services;Asset Management;https://www.frontierip.co.uk/;Frontier IP Group Plc;13.5;0.58;23.28;-122.73;-122.73;0.81;0.0;-0.16
GB00B63QSB39;GRG.L;Consumer Cyclical;Restaurants;https://corporate.greggs.co.uk/;Greggs plc;0;5.36;0.0;-0.0;0;0.48;0;10.7
GB00B64NSP76;COST.L;Industrials;Engineering & Construction;https://www.costain.com/;Costain Group PLC;163.0;0.69;236.23;543.33;440.54;0.61;0.03;1.03
GB00B65TLW28;DIVI.L;;;https://twitter.com/YahooFinance;;109.5;1.07;102.34;102.34;102.34;0.99;0.0;1.91
GB00B67G5X01;WKP.L;Real Estate;REIT - Office;https://www.workspace.co.uk/;Workspace Group Plc;419.0;7.81;53.65;-93.95;-93.95;0.61;0.01;2.14
GB00B6832P16;PCGH.L;;;https://twitter.com/YahooFinance;;435.0;3.7;117.57;117.57;117.57;0.98;0.0;0.99
GB00B6XZKY75;BAG.L;Consumer Defensive;Beverages - Non-Alcoholic;https://www.agbarr.co.uk/;A.G. BARR p.l.c.;645.0;1.69;381.66;1216.98;626.21;0.86;0.0;1.52
GB00B74CDH82;CNE.L;Energy;Oil & Gas E&P;https://www.capricornenergy.com/;Capricorn Energy PLC;226.0;4.92;45.93;160.28;151.68;0.7;0.0;28.43
GB00B7KR2P84;EZJ.L;Industrials;Airlines;https://www.easyjet.com/;easyJet plc;485.1;3.65;132.9;-106.85;-108.04;0.44;0.01;3.08
GB00B7N0K053;PFD.L;Consumer Defensive;Packaged Foods;https://www.premierfoods.co.uk/;Premier Foods plc;171.4;0.54;317.41;-364.68;-476.11;0.7;0.0;0.69
GB00B82YXW83;VSVS.L;Basic Materials;Steel;https://www.vesuvius.com/;Vesuvius plc;429.4;1.58;271.77;-383.39;-383.39;0.5;0.01;2.21
GB00B83VD954;EMG.L;Financial Services;Asset Management;https://www.man.com/;Man Group Plc;271.8;0.75;362.4;-160.83;-180.0;0.39;0.02;3.51
GB00B8C3BL03;SGE.L;Technology;Software - Application;https://www.sage.com/;The Sage Group plc;0;-1.78;-0.0;-0.0;-0.0;0.22;0;3.13
GB00B8SC6K54;UKW.L;;;https://twitter.com/YahooFinance;;98.85;1.51;65.46;65.46;65.46;0.66;0.0;0.18
GB00B8VZXT93;CRST.L;Consumer Cyclical;Residential Construction;https://www.crestnicholson.com/;Crest Nicholson Holdings plc;138.0;2.73;50.55;58.97;58.23;0.53;0.05;-0.53
GB00B95L0551;RBD.L;Energy;Oil & Gas E&P;https://www.reabold.com/;Reabold Resources Plc;0.1275;0.0;0;0;0;1.17;35.61;-0.0
GB00B9XQT119;PCFT.L;;;https://twitter.com/YahooFinance;;236.0;2.08;113.46;113.46;113.46;0.88;0.0;-1.64
GB00BCKFY513;FOXT.L;Real Estate;Real Estate Services;https://www.foxtonsgroup.co.uk/;Foxtons Group plc;53.0;-0.1;-530.0;-196.3;-196.3;0.54;0.04;0.23
GB00BD0NVK62;BOWL.L;Consumer Cyclical;Leisure;https://www.hollywoodbowlgroup.com/;Hollywood Bowl Group plc;277.5;0.31;895.16;-180.19;3468.75;0.36;0.0;1.89
GB00BD0SFR60;MOTR.L;Consumer Cyclical;Auto & Truck Dealerships;https://www.motorpoint.co.uk/;Motorpoint Group Plc;136.0;0.31;438.71;-357.89;618.18;0.16;0.0;0.95
GB00BD3V4641;EGL.L;;;https://twitter.com/YahooFinance;;237.0;2.46;96.34;96.34;96.34;0.91;0.0;0.91
GB00BD3VFW73;CTEC.L;Healthcare;Medical Instruments & Supplies;https://www.convatecgroup.com/;Convatec Group PLC;236.6;-0.2;-1183.0;-463.92;-577.07;0.49;0.01;0.59
GB00BD45SH49;IHP.L;Financial Services;Asset Management;https://www.integrafin.co.uk/;IntegraFin Holdings plc;353.0;0.64;551.56;630.36;588.33;0.01;0.01;6.56
GB00BD6K4575;CPG.L;Consumer Cyclical;Restaurants;https://www.compass-group.com/;Compass Group PLC;0;-2.38;-0.0;-0.0;-0.0;0.29;0;6.21
GB00BD7XPJ64;NRR.L;Real Estate;REIT - Retail;https://www.nrr.co.uk/;NewRiver REIT plc;71.9;1.02;70.49;-71.19;-71.19;0.49;0.15;1.46
GB00BD8GP619;KEFI.L;Basic Materials;Gold;https://www.kefi-minerals.com/;KEFI Gold and Copper Plc;1.26;0.0;0;0;0;0.79;0.0;-0.01
GB00BDCPN049;CCEP.AS;Consumer Defensive;Beverages - Non-Alcoholic;https://www.cocacolaep.com/;Coca-Cola Europacific Partners PLC;76.6;-19.41;-3.95;-2.21;-2.75;0.29;0.04;15.1
GB00BDCXV269;QLT.L;Financial Services;Asset Management;https://plc.quilter.com/;Quilter plc;192.6;0.77;250.13;356.67;356.67;0.98;0.02;1.9
GB00BDFXHW57;ASAI.L;Financial Services;Credit Services;https://www.asa-international.com/;ASA International Group PLC;194.0;0.89;217.98;194.0;188.35;0.17;0.0;-1.01
GB00BDHXPG30;ALFA.L;Technology;Software - Application;https://www.alfasystems.com/;Alfa Financial Software Holdings PLC;212.0;0.04;5300.0;21200.0;4240.0;0.72;0.0;0.82
GB00BDR05C01;NG.L;Utilities;Utilities - Regulated Electric;https://www.nationalgrid.com/;National Grid plc;0;5.05;0.0;-0.0;-0.0;0.38;0;-0.69
GB00BF01NH51;PRSR/L.XC;;;https://twitter.com/YahooFinance;;0;0;0;0;0;0;0;0
GB00BF044593;CLI.L;Real Estate;REIT - Office;https://www.clsholdings.com/;CLS Holdings plc;62.8;1.97;31.88;-26.61;-27.3;0.41;0.1;0.26
GB00BF0P7H59;SOHO.L;;;https://twitter.com/YahooFinance;;71.3;0.99;72.02;72.02;72.02;0.59;0.0;0.26
GB00BF4HYV08;CGEO.L;Financial Services;Financial Conglomerates;https://www.georgiacapital.ge/;Georgia Capital PLC;0;101.69;0.0;0.0;0.0;1.0;0;138.36
GB00BF5SGF06;PCA.L;Real Estate;REIT - Diversified;https://palacecapitalplc.com/;Palace Capital Plc;216.0;2.51;86.06;183.05;183.05;1.32;0.03;14.57
GB00BF8J3Z99;BAKK.L;Consumer Defensive;Packaged Foods;https://www.bakkavor.com/;Bakkavor Group plc;252.0;-0.09;-2800.0;-254.55;-254.55;0.42;0.0;1.44
GB00BFFK8T45;AMGO.L;Financial Services;Credit Services;https://www.amigoplc.com/;Amigo Holdings PLC;0.8;0.0;0;0;0;0.0;0.0;1.73
GB00BFZ7R980;MMIT.L;;;https://twitter.com/YahooFinance;;140.0;1.5;93.33;93.33;93.33;0.99;0.0;0.0
GB00BFZNLB60;AJB.L;Financial Services;Asset Management;https://www.ajbell.co.uk/;AJ Bell plc;455.6;0.5;911.2;1012.44;911.2;1.89;0.01;1.97
GB00BG0TPX62;FCH.L;Financial Services;Credit Services;https://www.fundingcircle.com/;Funding Circle Holdings plc;129.0;0.64;201.56;238.89;215.0;1.27;0.0;2.87
GB00BG12XV81;AUGM.L;;;https://twitter.com/YahooFinance;;89.6;1.71;52.4;52.4;52.4;0.99;0.0;0.0
GB00BG12Y042;ENOG.L;Energy;Oil & Gas E&P;https://www.energean.com/;Energean plc;926.0;3.03;305.61;-54.99;-54.99;0.11;0.0;3.75
GB00BG49KP99;BBOX.L;;;https://twitter.com/YahooFinance;;165.5;1.84;89.95;89.95;89.95;0.68;0.0;0.0
GB00BGHVZM47;SEIT.L;;;https://twitter.com/YahooFinance;;51.2;0.91;56.26;56.26;56.26;1.0;0.0;-0.46
GB00BGJWTR88;SSON.L;;;https://twitter.com/YahooFinance;;0;16.32;0.0;0.0;0.0;1.0;0;5.94
GB00BGLP8L22;IMI.L;Industrials;Specialty Industrial Machinery;https://www.imiplc.com/;IMI plc;0;0.63;0.0;-0.0;-0.0;0.46;0;6.72
GB00BGP6Q951;NOG.L;Energy;Oil & Gas Integrated;https://www.nostrumoilandgas.com/;Nostrum Oil & Gas PLC;3.63;-0.55;-6.6;-1.24;-1.34;-0.2;0.0;1.78
GB00BH4HKS39;VOD.L;Communication Services;Telecom Services;https://www.vodafone.com/;Vodafone Group Public Limited Company;100.8;0.7;144.0;-47.55;-47.55;0.46;0.08;5.81
GB00BJ62K685;PETS.L;Consumer Cyclical;Specialty Retail;https://www.petsathomeplc.com/;Pets at Home Group Plc;200.4;-0.03;-6680.0;-189.06;668.0;0.59;0.02;3.71
GB00BJDQQ870;WOSG.L;Consumer Cyclical;Luxury Goods;https://www.thewosgroupplc.com/;Watches of Switzerland Group PLC;490.0;1.01;485.15;-352.52;-3062.5;0.39;0.0;3.23
GB00BJT0FF39;RM.L;Technology;Software - Application;https://www.rmplc.com/;RM plc;111.0;-0.23;-482.61;-126.14;-194.74;0.13;0.03;-0.24
GB00BJTNFH41;AO.L;Consumer Cyclical;Specialty Retail;https://www.ao-world.com/;AO World plc;107.8;0.19;567.37;-980.0;3593.33;0.36;0.0;0.51
GB00BJV2F804;APTD.L;Technology;Software - Application;https://www.aptitudesoftware.com/;Aptitude Software Group plc;296.0;-0.08;-3700.0;-1557.89;-1557.89;0.69;0.01;0.2
GB00BJVQC708;HTWS.L;Communication Services;Telecom Services;https://www.heliostowers.com/;Helios Towers plc;163.2;-0.43;-379.53;-98.31;-98.31;0.03;0.0;-1.08
GB00BJVWTM27;GMS.L;Energy;Oil & Gas Equipment & Services;https://www.gmsplc.com/;Gulf Marine Services PLC;20.9;0.35;59.71;-99.52;-99.52;0.59;0.0;0.64
GB00BK7YQK64;H2V.SG;;;https://twitter.com/YahooFinance;;3.937;3.71;1.06;-2.33;-2.33;0.66;0.0;4.53
GB00BKDRYJ47;AAF.L;Communication Services;Telecom Services;https://airtel.africa/;Airtel Africa Plc;358.0;-0.37;-967.57;-178.11;-179.9;0.22;0.01;3.73
GB00BKDTK925;TRN.L;Consumer Cyclical;Travel Services;https://www.trainlinegroup.com/;Trainline plc;212.4;-0.48;-442.5;-393.33;-400.75;0.48;0.0;1.93
GB00BKFB1C65;GB00BKFB1C65.SG;;;https://twitter.com/YahooFinance;;3.48;0;0;0;0;0;0.0;0
GB00BKS7YK08;TET.L;Basic Materials;Specialty Chemicals;https://www.treatt.com/;Treatt plc;218.0;2.31;94.37;209.62;209.62;0.84;0.01;1.11
GB00BKY40Q38;GFRD.L;Industrials;Engineering & Construction;https://www.gallifordtry.co.uk/;Galliford Try Holdings plc;532.0;0.26;2046.15;-640.96;-794.03;0.2;0.03;4.48
GB00BL9YR756;GB00BL9YR756.SG;;;https://issgovernance.com/quickscore;Wise PLC;9.58;0;0;0;0;0;0.0;0
GB00BLDRH360;OSB.L;Financial Services;Mortgage Finance;https://www.osb.co.uk/;OSB Group Plc;635.0;5.85;108.55;108.55;108.55;0.07;0.0;16.72
GB00BLDYK618;GB00BLDYK618.SG;;;https://twitter.com/YahooFinance;;14.4;0;0;0;0;0;0.0;0
GB00BLWDVR75;ESP.L;Real Estate;REIT - Residential;https://www.empiric.co.uk/;Empiric Student Property Plc;79.7;1.2;66.42;-159.4;-159.4;0.67;0.07;0.43
GB00BLY2F708;CARD.L;Consumer Cyclical;Specialty Retail;https://www.cardfactoryinvestors.com/;Card Factory plc;67.6;-0.03;-2253.33;-137.96;-482.86;0.58;0.08;2.01
GB00BM8Q5M07;JD.L;Consumer Cyclical;Apparel Retail;https://www.jdplc.com/;JD Sports Fashion Plc;81.66;0.1;816.6;-104.69;-104.69;0.29;0.0;0.8
GB00BMH19X50;ALTN.L;Basic Materials;Gold;https://www.altyngold.uk/;AltynGold plc;0;3.98;0.0;-0.0;-0.0;0.64;0;0.68
GB00BMJ6DW54;INF.L;Communication Services;Publishing;https://www.informa.com/;Informa plc;889.4;-3.87;-229.82;-199.87;-205.4;0.49;0.0;2.2
GB00BMTV7393;GB00BMTV7393.SG;;;https://twitter.com/YahooFinance;;0.4972;0;0;0;0;0;0.0;0
GB00BMX64W89;SAGA.L;Financial Services;Insurance - Diversified;https://www.corporate.saga.co.uk/;Saga plc;414.5;-1.28;-323.83;-74.68;-76.19;0.04;0.02;4.69
GB00BMX86B70;HLN.L;Healthcare;Drug Manufacturers - Specialty & Generic;https://www.haleon.com/;Haleon plc;363.9;-1.05;-346.57;-277.79;-277.79;0.51;0.0;0.44
GB00BN3ZZ526;FAN.L;Industrials;Building Products & Equipment;https://www.volutiongroupplc.com/;Volution Group plc;652.0;-0.01;-65200.0;-2248.28;-9314.29;0.6;0.0;0.76
GB00BN7CG237;GB00BN7CG237.SG;;;https://issgovernance.com/quickscore;Aston Martin Lagonda Global Hol;0.732;0;0;0;0;0;0.0;0
GB00BN7SWP63;GSK.L;Healthcare;Drug Manufacturers - General;https://www.gsk.com/;GSK plc;0;-2.16;-0.0;-0.0;-0.0;0.25;0;8.54
GB00BNGWY422;83S2.F;Consumer Cyclical;Restaurants;https://www.foodtravelexperts.com/;SSP Group plc;2.06;-0.8;-2.57;-0.6;-0.71;0.03;0.86;3.84
GB00BNLPYF73;SPI.L;Healthcare;Medical Care Facilities;https://www.spirehealthcare.com/;Spire Healthcare Group plc;181.0;0.73;247.95;-52.01;-92.82;0.31;0.01;2.54
GB00BQQFX454;AXS.L;Basic Materials;Lumber & Wood Production;https://www.accsysplc.com/;Accsys Technologies PLC;60.4;0.38;158.95;-755.0;-6040.0;0.6;0.0;-0.76
GB00BRK01058;FVA.L;Consumer Defensive;Packaged Foods;https://www.fevara.com/;Fevara plc;140.0;0.68;205.88;451.61;333.33;0.72;0.03;6.14
GB00BRKD9Z53;GLE.L;Consumer Cyclical;Residential Construction;https://www.mjgleesonplc.com/;MJ Gleeson plc;403.0;5.09;79.17;81.58;81.58;0.77;0.01;0.78
GB00BTC0LB89;DFS.L;Consumer Cyclical;Specialty Retail;https://www.dfscorporate.co.uk/;DFS Furniture plc;183.5;-1.21;-151.65;-65.77;-65.77;0.26;0.03;4.8
GB00BTQGS779;MTLN.AT;Utilities;Utilities - Diversified;https://www.metlengroup.com/;Metlen Energy & Metals PLC;43.62;17.32;2.52;-3.91;-6.9;0.32;0.0;-26.82
GB00BV9FP302;CCC.L;Technology;Information Technology Services;https://www.computacenter.com/;Computacenter plc;0;5.2;0.0;0.0;0.0;0.31;0;24.07
GB00BVFD4645;PRO.L;Industrials;Rental & Leasing Services;https://www.hsshiregroup.com/;ProService Building Services Marketplace Plc;6.52;0.04;163.0;-38.35;-93.14;0.46;0.0;0.61
GB00BVFNZH21;ROR.L;Industrials;Specialty Industrial Machinery;https://www.rotork.com/;Rotork plc;347.0;0.34;1020.59;1735.0;1735.0;0.83;0.01;1.01
GB00BVG6X439;VSL.L;;;https://twitter.com/YahooFinance;;13.77;0.53;25.98;25.98;25.98;0.86;0.0;1.9
GB00BVV2KN49;ECEL.L;Industrials;Building Products & Equipment;https://www.eurocell.co.uk/;Eurocell plc;126.0;0.63;200.0;-193.85;-193.85;0.36;0.03;2.28
GB00BWD24154;AEWU.L;;;https://twitter.com/YahooFinance;;107.0;1.1;97.27;97.27;97.27;0.72;0.0;0.7
GB00BWFGQN14;SPX.L;Industrials;Specialty Industrial Machinery;https://www.spiraxgroup.com/;Spirax Group plc;0;1.61;0.0;-0.0;-0.0;0.52;0;14.64
GB00BY2Z0H74;PRTC.L;Healthcare;Biotechnology;https://www.puretechhealth.com/;PureTech Health plc;136.0;1.56;87.18;194.29;194.29;1.62;0.0;-1.89
GB00BY7R8K77;SERE.L;;;https://twitter.com/YahooFinance;;65.0;1.19;54.62;54.62;54.62;0.68;0.0;0.81
GB00BYN59130;DOM.L;Consumer Cyclical;Restaurants;https://investors.dominos.co.uk/;Domino's Pizza Group plc;181.9;-0.56;-324.82;-123.74;-126.32;-0.14;0.02;3.29
GB00BYQ0JC66;GB00BYQ0JC66.SG;;;https://issgovernance.com/quickscore;Beazley PLC;9.55;0;0;0;0;0;0.0;0
GB00BYRJ5J14;PHP.L;Real Estate;REIT - Healthcare Facilities;https://www.phpgroup.co.uk/;Primary Health Properties Plc;104.5;1.03;101.46;101.46;101.46;0.49;0.06;0.52
GB00BYSRMH16;CCJI.L;;;https://twitter.com/YahooFinance;;244.0;1.99;122.61;122.61;122.61;0.99;0.0;0.55
GB00BYSX1508;RESI.L;;;https://twitter.com/YahooFinance;;58.6;0.82;71.46;71.46;71.46;0.41;0.0;0.51
GB00BYT18307;TBCG.L;Financial Services;Banks - Regional;https://www.tbcbankgroup.com/;TBC Bank Group PLC;0;88.53;0.0;0.0;0.0;0.14;0;-89.0
GB00BYW0PQ60;LAND.L;Real Estate;REIT - Diversified;https://www.landsec.com/;Land Securities Group Plc;650.0;8.74;74.37;-110.36;-110.36;0.56;0.01;1.77
GB00BYWKBV38;RRR.L;Basic Materials;Other Industrial Metals & Mining;https://www.rrrplc.com/;Red Rock Resources Plc;0.0285;0.0;0;0;0;0.52;0.0;-0.0
GB00BYWVDP49;SBRE.L;Financial Services;Insurance Brokers;https://www.sabreplc.co.uk/;Sabre Insurance Group plc;131.4;0.41;320.49;126.35;126.35;0.39;0.04;0.98
GB00BYXJC278;IBST.L;Basic Materials;Building Materials;https://www.ibstock.co.uk/;Ibstock plc;137.0;0.81;169.14;-297.83;-297.83;0.51;0.0;0.67
GB00BYYDKX57;ECR.L;Basic Materials;Gold;https://www.ecrminerals.com/;ECR Minerals plc;0.295;0.0;0;0;0;1.04;0.0;-0.01
GB00BYYJL418;NXR.L;Industrials;Building Products & Equipment;https://www.norcros.com/;Norcros plc;337.0;0.61;552.46;3744.44;748.89;0.57;0.01;0.49
GB00BYYN4225;HSW.L;Consumer Cyclical;Travel Services;https://www.hostelworldgroup.com/;Hostelworld Group plc;121.5;0.05;2430.0;-2025.0;-2025.0;0.85;0.0;0.21
GB00BYYW3C20;FORT.L;Basic Materials;Building Materials;https://forterraplc.co.uk/;Forterra plc;178.4;1.05;169.9;-637.14;-637.14;0.53;0.0;0.79
GB00BYYW9G87;AVCT.L;Healthcare;Biotechnology;https://avacta.com/;Avacta Group Plc;55.0;-0.0;0;-2750.0;-2750.0;0.01;0.0;-0.52
GB00BYZDVK82;SCT.L;Technology;Electronics & Computer Distribution;https://www.softcat.com/;Softcat plc;0;1.44;0.0;0.0;0.0;0.48;0;4.73
GB00BYZJ7G42;HWG.L;Real Estate;Real Estate - Development;https://www.harworthgroup.com/;Harworth Group plc;165.5;2.14;77.34;1182.14;1182.14;0.74;0.01;-0.23
GB00BYZN9041;FUTR.L;Communication Services;Publishing;https://www.futureplc.com/;Future plc;514.0;-4.21;-122.09;-113.97;-131.46;0.65;0.0;10.47
GB00BYZWX769;6CMB.F;Basic Materials;Specialty Chemicals;https://www.croda.com/;Croda International Plc;31.78;6.96;4.57;-12.97;144.45;0.68;0.07;14.22
GB00BZ0D6727;KNOS.L;Technology;Software - Application;https://www.kainos.com/;Kainos Group plc;0;0.42;0.0;0.0;0.0;0.64;0;4.08
GB00BZ4BQC70;JMAT.L;Basic Materials;Specialty Chemicals;https://matthey.com/;Johnson Matthey Plc;0;9.91;0.0;-0.0;0.0;0.43;0;20.63
GB00BZ6STL67;MTRO.L;Financial Services;Banks - Regional;https://www.metrobankonline.co.uk/;Metro Bank Holdings PLC;130.8;1.57;83.31;74.32;50.89;0.07;0.0;-6.68
GB00BZBX0P70;GYM.L;Consumer Cyclical;Leisure;https://www.tggplc.com/;The Gym Group plc;166.6;0.24;694.17;-66.64;175.37;0.23;0.0;2.09
GB00BZC0LP49;LUCE.L;Industrials;Electrical Equipment & Parts;https://www.lucecoplc.com/;Luceco plc;133.2;0.18;740.0;-2220.0;-2220.0;0.39;0.03;0.07
GG00B1NP5142;BHMG.L;;;https://twitter.com/YahooFinance;;401.0;5.37;74.67;74.67;74.67;0.99;0.0;-1.97
GG00B1NPGV15;BHMU.L;;;https://twitter.com/YahooFinance;;4.17;5.37;0.78;0.78;0.78;0.99;0.0;-1.97
GG00B1Z5FH87;PPH.L;Consumer Cyclical;Lodging;https://www.pphe.com/;PPHE Hotel Group Limited;0;7.22;0.0;-0.0;-0.0;0.17;0;-8.12
GG00B1ZBD492;NBPE.L;;;https://twitter.com/YahooFinance;;0;27.53;0.0;0.0;0.0;0.93;0;18.15
GG00B28C2R28;PEY.L;;;https://issgovernance.com/quickscore;Partners Group Private Equity Ord;10.35;15.03;0.69;0.69;0.69;0.95;0.0;6.47
GG00B8C23S81;LBOW.L;;;https://twitter.com/YahooFinance;;13.9;0.27;51.48;51.48;51.48;0.99;0.0;1.1
GG00B90J5Z95;TFIF.L;;;https://twitter.com/YahooFinance;;114.6;1.13;101.42;101.42;101.42;0.97;0.0;0.48
GG00B979FD04;GWI.L;;;https://twitter.com/YahooFinance;;2.05;5.41;0.38;0.38;0.38;0.5;0.0;1.88
GG00BB0RDB98;BSIF.L;;;https://twitter.com/YahooFinance;;69.0;1.3;53.08;53.08;53.08;1.0;0.0;-0.12
GG00BBHX2H91;TRIG.L;;;https://twitter.com/YahooFinance;;69.2;1.16;59.66;59.66;59.66;1.0;0.0;0.14
GG00BD59ZW98;RBW.L;Basic Materials;Other Industrial Metals & Mining;https://www.rainbowrareearths.com/;Rainbow Rare Earths Limited;18.4;0.03;613.33;0;0;0.98;0.0;-0.1
